cluster,mechanic,track,name,address,postcode,street,website,phone,email,email_alt,email_quality,already_contacted,type,rating,reviews,note,placeId,googleMapsUri
Clapham Old Town,end_of_day_food,end_of_day_food,Blank Street Coffee,"3 The Pavement, London",SW4 0HY,The Pavement,https://www.blankstreet.com/,,hey@blankstreet.com,benbracchi@me.com,chain_hq,no,Coffee shop,4.7,137,,ChIJYX5JeD4FdkgRIYnQh7dccKA,https://maps.google.com/?cid=11560842186787424545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Brew & Barrel,"36A Old Town, London",SW4 0LB,Old Town,https://www.brewandbarrelsw4.com/,+44 7872 317846,admin@brewandbarrel.co.uk,events@brewandbarrel.co.uk,ok,no,Brunch restaurant,4.7,418,,ChIJlURGVFYFdkgRU2hdZLDdSvs,https://maps.google.com/?cid=18107529001464326227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Buddy's Bakery,"M Moen & Sons, 25 The Pavement, London",SW4 0JA,The Pavement,https://www.instagram.com/buddys_deli_bakery?igsh=NHRvOHVlandkY2Mz,+44 7872 317846,,,none,no,Bakery,4.5,94,,ChIJQ9WYHUEFdkgRn5t282QYqQ4,https://maps.google.com/?cid=1056402409455524767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Common,"Common Cafe, 17 The Pavement, London",SW4 0HY,The Pavement,http://www.commonclapham.com/,+44 7342 968459,info@wearecommon.co.uk,,ok,no,Cafe,3.9,371,,ChIJs2RUpO0FdkgRr3MJ9wkveDU,https://maps.google.com/?cid=3852881201061262255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,GAIL's Bakery Clapham Old Town,"10-12 Old Town, London",SW4 0JY,Old Town,https://gails.com/pages/clapham-old-town,+44 20 4546 8137,marketing@gailsbread.co.uk,recruitment@gailsbread.co.uk,chain_hq,no,Bakery,4.1,409,,ChIJScceJq0FdkgRgfXhpuFFj8E,https://maps.google.com/?cid=13947443406459499905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Lane Eight Coffee,"6 The Pavement, London",SW4 0HY,The Pavement,https://www.laneeightcoffee.com/,,hello@laneeightcoffee.com,george@laneeightcoffee.com,ok,no,Coffee shop,4.7,229,,ChIJERyylxkFdkgR81_gbvp9paE,https://maps.google.com/?cid=11647854525819150323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Lina Stores Clapham - Italian Restaurant,"22 The Pavement, London",SW4 0HY,The Pavement,https://www.linastores.co.uk/,+44 20 3326 5548,einar@linastores.co.uk,bcannata@locandalocatelli.com,ok,no,Italian restaurant,4.7,641,,ChIJaSqVVPcFdkgRCXBE5f7ihj8,https://maps.google.com/?cid=4577595655664726025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,M.Moen & Sons,"24 The Pavement, London",SW4 0JA,The Pavement,http://moen.co.uk/,+44 20 7622 1626,orders@moen.co.uk,christmas@moen.co.uk,ok,no,Butcher shop,4.2,212,,ChIJ-fU8Vk0EdkgRivuciVRHV0I,https://maps.google.com/?cid=4780367957888662410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Margot Green,"34-36 Old Town, London",SW4 0LB,Old Town,https://www.daisygreenfood.com/location-margot,+44 20 3822 0086,prue@daisygreenfood.com,fran@daisygreenfood.com,chain_hq,no,Restaurant,4.6,301,,ChIJCf4S200FdkgR2RxaDBhSb_c,https://maps.google.com/?cid=17829559713023007961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Megan's Clapham Old Town Restaurant (Clapham),"55-57 The Pavement, London",SW4 0JQ,The Pavement,https://megans.co.uk/locations/megans-clapham/,+44 20 3468 0215,sercan@megans.co.uk,vincent@megans.co.uk,ok,no,Mediterranean restaurant,4.6,4291,,ChIJCdydQTwFdkgRLRWkVchU7NQ,https://maps.google.com/?cid=15342731249951446317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Minnow Clapham,"The Pavement Cafe, 21 The Pavement, London",SW4 0HY,The Pavement,https://minnowclapham.co.uk/?utm_source=google&utm_medium=maps,+44 20 7720 4105,info@minnowclapham.co.uk,,ok,no,Restaurant,4.3,1144,,ChIJxcdQV00EdkgRKQX2UVNnheE,https://maps.google.com/?cid=16250508437991327017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Reyes Coffee & Brunch,"6 Old Town, London",SW4 0JY,Old Town,,+44 20 8127 6860,,,no_website,no,Coffee shop,4.5,116,,ChIJYxBA63oFdkgRvt-0T6JDN8Q,https://maps.google.com/?cid=14138843919553978302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Rudy's Pizza Napoletana - Clapham Common,"15 The Pavement, London",SW4 0HY,The Pavement,https://www.rudyspizza.co.uk/location/clapham-common/,+44 20 8165 9965,hannahmay@rudyspizza.co.uk,manchesterancoats@rudyspizza.co.uk,ok,no,Pizza restaurant,4.8,391,,ChIJjQyBfWUFdkgRfUMZPUsg2jY,https://maps.google.com/?cid=3952507130490733437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham Old Town,end_of_day_food,end_of_day_food,Slab City Pizza,"8 The Pavement, London",SW4 0HY,The Pavement,https://www.slabcitypizza.co.uk/,+44 20 3340 8491,,,none,no,Pizza restaurant,4.9,419,,ChIJ0x8b0F8FdkgR6_BkIm53B6c,https://maps.google.com/?cid=12035719844078088427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,curated_object,fashion,Lark Clapham,"127 Clapham High St, London",SW4 7SS,Clapham High St,http://www.larklondon.com/,+44 20 7627 0482,hello@larklondon.com,larklondonbuyingteam@gmail.com,ok,yes,Gift shop,4.9,208,,ChIJa1q3XR4FdkgRu0e-xeipRqo,https://maps.google.com/?cid=12269681052032583611&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,curated_object,charity,Save The Children,"Bowyer House, 36 Clapham High St, London",SW4 7UR,Clapham High St,https://www.savethechildren.org.uk/,+44 20 7978 2542,elaineburroughs@hotmail.com,josedurquilla@gmail.com,chain_hq,yes,Thrift store,3.9,34,,ChIJKXApTVAEdkgR-RqE9zuzw_4,https://maps.google.com/?cid=18357713576229346041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,@ Clapham Hair and Beauty,"100 Clapham High St, London",SW4 7UL,Clapham High St,http://www.claphamhairandbeauty.com/,,info@claphamhairandbeauty.com,,ok,no,Beauty salon,4.2,19,,ChIJM5NPWOwFdkgRzMKogjcDbt4,https://maps.google.com/?cid=16027751660808356556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Barber's Team,"Clapham Hair And Beauty, 100 Clapham High St, London",SW4 7UL,Clapham High St,,+44 7464 258599,,,no_website,no,Barber shop,5,14,,ChIJiSKsyGIFdkgR2ooCFaNLeR0,https://maps.google.com/?cid=2123811863086140122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Be Styled By Chen,"100 Clapham High St, London",SW4 7UL,Clapham High St,http://www.bestyledbychen.com/,+44 7539 249351,bestyledbychen@gmail.com,,ok,no,Hair salon,5,16,,ChIJbbAoTvAFdkgR2_0bUyl03h8,https://maps.google.com/?cid=2296400580842356187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Beyond The Brush Ldn By Monique,"100 Clapham High St, London",SW4 7UL,Clapham High St,https://www.beyondthebrushldn.com/,+44 7882 937810,beyondthebrushldn@outlook.com,,ok,no,Hair salon,5,20,,ChIJ4Xsi1hcFdkgRBt5J3EWZPwE,https://maps.google.com/?cid=89959042898320902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Clapham Barbers,"128 Clapham High St, London",SW4 7UH,Clapham High St,https://www.claphambarbers.co.uk/,+44 20 3536 2452,info@claphambarbers.co.uk,,ok,no,Barber shop,4.9,1370,,ChIJfXRHBFIEdkgRgFsoDn3Aq1w,https://maps.google.com/?cid=6677642515847863168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Danugur Clapham/Stockwell,"Light Centre, 151-153 Clapham High St, London",SW4 7SS,Clapham High St,https://www.danugur.co.uk/,+44 7552 827154,info@danugur.co.uk,info@danugur.com,ok,no,Skin care clinic,3.7,3,,ChIJn4e12SgFdkgRtQ7qidPNxj8,https://maps.google.com/?cid=4595586778213781173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Headmasters Clapham High Street,"96 Clapham High St, London",SW4 7UL,Clapham High St,https://www.headmasters.com/find-a-salon/clapham-high-street,+44 345 459 7751,marketing@headmasters.com,dev.babooa@headmasters.com,chain_hq,no,Hair salon,4.7,299,,ChIJr2s56lEEdkgR28ABdc7Mh4I,https://maps.google.com/?cid=9405711533884948699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,KC Nails & Beauty,"138 Clapham High St, London",SW4 7UH,Clapham High St,,+44 20 7627 3211,,,no_website,no,Nail salon,4.7,373,,ChIJcUz1OQcFdkgRNLkVCUBKzP0,https://maps.google.com/?cid=18288073825735522612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Nails First,"Hansford Building 11a, Unit 1 Bedford Rd, Clapham High St, London",SW4 7SH,Clapham High St,https://widget.treatwell.co.uk/place/nails-first-1/,+44 20 3759 7093,desirees@live.co.uk,krosskuts2@hotmail.co.uk,platform,no,Nail salon,4.8,45,,ChIJY4DkNvoFdkgRDYSjq4898qM,https://maps.google.com/?cid=11813572459815470093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Q For Hair,"3 Clapham High St, London",SW4 7TS,Clapham High St,,+44 20 7627 2306,,,no_website,no,Barber shop,4.7,98,,ChIJUdbgh1AEdkgRz2pXJPkRnbs,https://maps.google.com/?cid=13518981418190334671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Renesa barbers,"118 Clapham High St, London",SW4 7UH,Clapham High St,,+44 20 3011 1178,,,no_website,no,Barber shop,5,33,,ChIJkwP8HQAFdkgR7zuIqnosv9Q,https://maps.google.com/?cid=15330020561951144943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Renewable Barbers,"118 Clapham High St, London",SW4 7UH,Clapham High St,,+44 7477 777177,,,no_website,no,Barber shop,,,,ChIJDYY4cwAFdkgROgtmntWZ63A,https://maps.google.com/?cid=8136766294539504442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,SW4 BARBERS,"6 Clapham High St, London",SW4 7UT,Clapham High St,https://sw4barbers.co.uk/,+44 20 8127 6280,sw4barbers@yahoo.com,,ok,no,Barber shop,4.9,153,,ChIJWW4-MIAFdkgROGJ8ofUntTg,https://maps.google.com/?cid=4086216172838347320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,So Me Beauty & Wellness (Clapham North),"21 Clapham High St, London",SW4 7TR,Clapham High St,http://so.me/,+44 20 7720 3330,info@so.me,pr@so.me,platform,no,Beauty salon,4.8,545,,ChIJ6wxjQ1AEdkgRMfIMZi6a_4g,https://maps.google.com/?cid=9871778432290714161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,"Townhouse Nail Salon, Clapham","107 Clapham High St, London",SW4 7TB,Clapham High St,https://townhouse.co.uk/?utm_content=Townhouse%20Clapham%20-%20London&utm_campaign=london&utm_medium=organic_gbp&utm_source=google&utm_term=plcid_15627691894108802149,+44 20 7947 0100,saneilson@googlemail.com,,chain_hq,no,Beauty salon,4.6,97,,ChIJxW9WjLsFdkgR-O_x-IM_Jv4,https://maps.google.com/?cid=18313394770798571512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,empty_chair,empty_chair,Venus Barbers,"105A Clapham High St, London",SW4 7TB,Clapham High St,https://venusbarbersclapham.co.uk/,+44 20 7627 1477,venusbarbersclapham@yahoo.com,venusbarbersclapham@gmail.com,ok,no,Barber shop,4.9,1628,,ChIJxQ_1h00EdkgREHYqo7lOgAY,https://maps.google.com/?cid=468460920459916816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Black Sheep Coffee,"155-157 Clapham High St, London",SW4 7SS,Clapham High St,https://blacksheepcoffee.co.uk/blogs/locations/clapham-high-street,+44 20 3988 6994,orders@leavetheherdbehind.com,,chain_hq,no,Food store,4.9,49,,ChIJNfdMJXYFdkgRQqo3OihK-Ac,https://maps.google.com/?cid=574290489125612098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Cafe House London,"19A Clapham High St, London",SW4 7TS,Clapham High St,,+44 20 3620 4653,,,no_website,no,Cafe,4.4,116,,ChIJkU-AwlgEdkgROiIYspid5Oc,https://maps.google.com/?cid=16709653796599898682&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Fireaway Clapham,"82 Clapham High St, London",SW4 7UL,Clapham High St,https://fireaway.co.uk/,+44 20 3342 0838,clive@fireaway.co.uk,,chain_hq,no,Pizza restaurant,4.6,587,,ChIJF7rG8mYFdkgROnZmKh8SYjY,https://maps.google.com/?cid=3918714550830396986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,La Rueda Italian Social House,"66 Clapham High St, London",SW4 7UL,Clapham High St,https://www.laruedaclapham.co.uk/,+44 20 7627 2173,mktlarueda@gmail.com,,ok,no,Italian restaurant,4.1,953,,ChIJV_qOwFEEdkgRRmVkaeLFxDc,https://maps.google.com/?cid=4018554343742793030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Olives + Meze Takeaway,"131 Clapham High St, London",SW4 7SS,Clapham High St,http://www.olivesandmeze.co.uk/,+44 20 3583 7790,contact@olivesandmeze.co.uk,hi@olivesandmeze.co.uk,ok,no,Mediterranean restaurant,4.4,791,,ChIJM4jpB1IEdkgRsldknr7m0gw,https://maps.google.com/?cid=924054579939923890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Soul Lounge,"76 Clapham High St, London",SW4 7UL,Clapham High St,https://www.soulloungeldn.com/,+44 7914 687983,soulloungeldn@gmail.com,iaintordinaryevents@gmail.com,ok,no,Restaurant,4.3,902,,ChIJ8bKMDxYFdkgR-cbluWZDN90,https://maps.google.com/?cid=15940283514585728761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Tonkotsu Clapham,"153 Clapham High St, London",SW4 7SS,Clapham High St,https://tonkotsu.co.uk/locations/clapham/?keyword?utm_source=google,+44 20 3475 2692,lukasz@tonkotsu.co.uk,james@tonkotsu.co.uk,chain_hq,no,Restaurant,4.8,621,,ChIJ_8cEL6AFdkgRd3c0BNuHt-I,https://maps.google.com/?cid=16336675548047898487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Clapham High Street,end_of_day_food,end_of_day_food,Wingstop Clapham,"169 Clapham High St, London",SW4 7SS,Clapham High St,https://www.wingstop.co.uk/?y_source=1_MTA0NTA2NDA0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+44 20 3603 2782,a.rubens93@googlemail.com,,chain_hq,no,Chicken wings restaurant,4.7,1142,,ChIJE34OxkMFdkgRlWsdheGKvTs,https://maps.google.com/?cid=4304749520041634709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
